10313 | 24-SEP-1996 | 2 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10499 | 08-APR-1997 | 2 | Barquisimeto | Lara | 3508 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10500 | 09-APR-1997 | 1 | Toulouse |  | 31000 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10501 | 09-APR-1997 | 3 | Mannheim |  | 68306 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10502 | 10-APR-1997 | 1 | M??xico D.F. |  | 05033 | Mexico                                                                                                                                                                                                                                                                                                                                                                                                                                                          
10503 | 11-APR-1997 | 2 | Cork | Co. Cork |  | Ireland                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10504 | 11-APR-1997 | 3 | Seattle | WA | 98124 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10505 | 14-APR-1997 | 3 | Montr??al | Qu??bec | H1J 1C3 | Canada                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10506 | 15-APR-1997 | 2 | Brandenburg |  | 14776 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                          
10507 | 15-APR-1997 | 1 | M??xico D.F. |  | 05023 | Mexico                                                                                                                                                                                                                                                                                                                                                                                                                                                          
10508 | 16-APR-1997 | 2 | K??ln |  | 50739 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10509 | 17-APR-1997 | 1 | Mannheim |  | 68306 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10510 | 18-APR-1997 | 3 | Boise | ID | 83720 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10511 | 18-APR-1997 | 3 | Marseille |  | 13008 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10512 | 21-APR-1997 | 2 | S??o Paulo | SP | 05442-030 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                      
10513 | 22-APR-1997 | 1 | Stuttgart |  | 70563 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10514 | 22-APR-1997 | 2 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10515 | 23-APR-1997 | 1 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10516 | 24-APR-1997 | 3 | Cork | Co. Cork |  | Ireland                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10517 | 24-APR-1997 | 3 | London |  | SW7 1RZ | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10518 | 25-APR-1997 | 2 | M??xico D.F. |  | 05033 | Mexico                                                                                                                                                                                                                                                                                                                                                                                                                                                          
10519 | 28-APR-1997 | 3 | Bern |  | 3012 | Switzerland                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10520 | 29-APR-1997 | 1 | Stavern |  | 4110 | Norway                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10521 | 29-APR-1997 | 2 | Buenos Aires |  | 1010 | Argentina                                                                                                                                                                                                                                                                                                                                                                                                                                                        
10522 | 30-APR-1997 | 1 | Frankfurt a.M.  |  | 60528 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                      
10523 | 01-MAY-1997 | 2 | London |  | OX15 4NB | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10524 | 01-MAY-1997 | 2 | Lule?? |  | S-958 22 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10525 | 02-MAY-1997 | 2 | Marseille |  | 13008 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10526 | 05-MAY-1997 | 2 | Oulu |  | 90110 | Finland                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10527 | 05-MAY-1997 | 1 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10528 | 06-MAY-1997 | 2 | Eugene | OR | 97403 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10529 | 07-MAY-1997 | 2 | Bruxelles |  | B-1180 | Belgium                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10530 | 08-MAY-1997 | 2 | Salzburg |  | 5020 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10531 | 08-MAY-1997 | 1 | Buenos Aires |  | 1010 | Argentina                                                                                                                                                                                                                                                                                                                                                                                                                                                        
10532 | 09-MAY-1997 | 3 | London |  | WX3 6FW | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10533 | 12-MAY-1997 | 1 | Br??cke |  | S-844 67 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10534 | 12-MAY-1997 | 2 | Frankfurt a.M.  |  | 60528 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                      
10535 | 13-MAY-1997 | 1 | M??xico D.F. |  | 05023 | Mexico                                                                                                                                                                                                                                                                                                                                                                                                                                                          
10536 | 14-MAY-1997 | 2 | Frankfurt a.M.  |  | 60528 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                      
10537 | 14-MAY-1997 | 1 | Gen??ve |  | 1204 | Switzerland                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10538 | 15-MAY-1997 | 3 | London |  | EC2 5NT | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10539 | 16-MAY-1997 | 3 | London |  | EC2 5NT | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10540 | 19-MAY-1997 | 3 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10541 | 19-MAY-1997 | 1 | Rio de Janeiro | RJ | 05454-876 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10542 | 20-MAY-1997 | 3 | Brandenburg |  | 14776 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                          
10543 | 21-MAY-1997 | 2 | Barquisimeto | Lara | 3508 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10544 | 21-MAY-1997 | 1 | Portland | OR | 97219 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10545 | 22-MAY-1997 | 2 | Walla Walla | WA | 99362 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10546 | 23-MAY-1997 | 3 | Lyon |  | 69004 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10547 | 23-MAY-1997 | 2 | London |  | OX15 4NB | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10548 | 26-MAY-1997 | 2 | M??nster |  | 44087 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10549 | 27-MAY-1997 | 1 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10550 | 28-MAY-1997 | 3 | Sevilla |  | 41101 | Spain                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10551 | 28-MAY-1997 | 3 | Lisboa |  | 1675 | Portugal                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10552 | 29-MAY-1997 | 1 | San Crist??bal | T??chira | 5022 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                              
10553 | 30-MAY-1997 | 2 | Oulu |  | 90110 | Finland                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10554 | 30-MAY-1997 | 3 | K??ln |  | 50739 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10555 | 02-JUN-1997 | 3 | Boise | ID | 83720 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10556 | 03-JUN-1997 | 1 | K??benhavn |  | 1734 | Denmark                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10557 | 03-JUN-1997 | 2 | Frankfurt a.M.  |  | 60528 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                      
10558 | 04-JUN-1997 | 2 | Colchester | Essex | CO7 6JX | UK                                                                                                                                                                                                                                                                                                                                                                                                                                                         
10559 | 05-JUN-1997 | 1 | Strasbourg |  | 67000 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10560 | 06-JUN-1997 | 1 | M??nchen |  | 80805 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10248 | 04-JUL-1996 | 3 | Reims |  | 51100 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10249 | 05-JUL-1996 | 1 | M??nster |  | 44087 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10250 | 08-JUL-1996 | 2 | Rio de Janeiro | RJ | 05454-876 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10251 | 08-JUL-1996 | 1 | Lyon |  | 69004 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10252 | 09-JUL-1996 | 2 | Charleroi |  | B-6000 | Belgium                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10253 | 10-JUL-1996 | 2 | Rio de Janeiro | RJ | 05454-876 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10254 | 11-JUL-1996 | 2 | Bern |  | 3012 | Switzerland                                                                                                                                                                                                                                                                                                                                                                                                                                                              
10255 | 12-JUL-1996 | 3 | Gen??ve |  | 1204 | Switzerland                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10256 | 15-JUL-1996 | 2 | Resende | SP | 08737-363 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                         
10257 | 16-JUL-1996 | 3 | San Crist??bal | T??chira | 5022 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                              
10258 | 17-JUL-1996 | 1 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10259 | 18-JUL-1996 | 3 | M??xico D.F. |  | 05022 | Mexico                                                                                                                                                                                                                                                                                                                                                                                                                                                          
10260 | 19-JUL-1996 | 1 | K??ln |  | 50739 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10261 | 19-JUL-1996 | 2 | Rio de Janeiro | RJ | 02389-673 | Brazil                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10262 | 22-JUL-1996 | 3 | Albuquerque | NM | 87110 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10263 | 23-JUL-1996 | 3 | Graz |  | 8010 | Austria                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10264 | 24-JUL-1996 | 3 | Br??cke |  | S-844 67 | Sweden                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10265 | 25-JUL-1996 | 1 | Strasbourg |  | 67000 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10266 | 26-JUL-1996 | 3 | Oulu |  | 90110 | Finland                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10267 | 29-JUL-1996 | 1 | M??nchen |  | 80805 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                             
10268 | 30-JUL-1996 | 3 | Caracas | DF | 1081 | Venezuela                                                                                                                                                                                                                                                                                                                                                                                                                                                           
10269 | 31-JUL-1996 | 1 | Seattle | WA | 98124 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10270 | 01-AUG-1996 | 1 | Oulu |  | 90110 | Finland                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10271 | 01-AUG-1996 | 2 | Lander | WY | 82520 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10272 | 02-AUG-1996 | 2 | Albuquerque | NM | 87110 | USA                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10273 | 05-AUG-1996 | 3 | Cunewalde |  | 01307 | Germany                                                                                                                                                                                                                                                                                                                                                                                                                                                            
10274 | 06-AUG-1996 | 1 | Reims |  | 51100 | France                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10275 | 07-AUG-1996 | 1 | Bergamo |  | 24100 | Italy                                                                                                                                                                                                                                                                                                                                                                                                                                                                
