11060 | 60 | 27 | 2 | 34 | 4 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11060 | 77 | 27 | 2 | 13 | 10 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11061 | 60 | 32 | 4 | 34 | 15 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11062 | 70 | 66 | 4 | 15 | 12 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11063 | 34 | 37 | 3 | 14 | 30 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11063 | 40 | 37 | 3 | 18.4 | 40 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11063 | 41 | 37 | 3 | 9.65 | 30 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11064 | 17 | 71 | 1 | 39 | 77 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11064 | 53 | 71 | 1 | 32.8 | 25 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11064 | 55 | 71 | 1 | 24 | 4 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11064 | 68 | 71 | 1 | 12.5 | 55 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11065 | 30 | 46 | 8 | 25.89 | 4 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
11066 | 16 | 89 | 7 | 17.45 | 3 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11066 | 19 | 89 | 7 | 9.2 | 42 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11066 | 34 | 89 | 7 | 14 | 35 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11067 | 41 | 17 | 1 | 9.65 | 9 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11068 | 28 | 62 | 8 | 45.6 | 8 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11068 | 77 | 62 | 8 | 13 | 28 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11069 | 39 | 80 | 1 | 18 | 20 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11070 | 1 | 44 | 2 | 18 | 40 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11070 | 2 | 44 | 2 | 19 | 20 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11070 | 16 | 44 | 2 | 17.45 | 30 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
11071 | 7 | 46 | 1 | 30 | 15 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11071 | 13 | 46 | 1 | 6 | 10 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11072 | 2 | 20 | 4 | 19 | 8 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
11072 | 41 | 20 | 4 | 9.65 | 40 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11072 | 50 | 20 | 4 | 16.25 | 22 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
11073 | 11 | 58 | 2 | 21 | 10 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11073 | 24 | 58 | 2 | 4.5 | 20 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11074 | 16 | 73 | 7 | 17.45 | 14 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
11075 | 2 | 68 | 8 | 19 | 10 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11075 | 46 | 68 | 8 | 12 | 30 | .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11076 | 6 | 9 | 4 | 25 | 20 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11076 | 14 | 9 | 4 | 23.25 | 20 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
11076 | 19 | 9 | 4 | 9.2 | 10 | .25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
11077 | 2 | 65 | 1 | 19 | 24 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11077 | 4 | 65 | 1 | 22 | 1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
11077 | 6 | 65 | 1 | 25 | 1 | .02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11077 | 7 | 65 | 1 | 30 | 1 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
11077 | 8 | 65 | 1 | 40 | 2 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11077 | 10 | 65 | 1 | 31 | 1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11077 | 13 | 65 | 1 | 6 | 4 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
11077 | 14 | 65 | 1 | 23.25 | 1 | .03                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
11077 | 16 | 65 | 1 | 17.45 | 2 | .03                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
11077 | 20 | 65 | 1 | 81 | 1 | .04                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11077 | 32 | 65 | 1 | 32 | 1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11077 | 39 | 65 | 1 | 18 | 2 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11077 | 41 | 65 | 1 | 9.65 | 3 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11077 | 46 | 65 | 1 | 12 | 3 | .02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11077 | 52 | 65 | 1 | 7 | 2 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
11077 | 64 | 65 | 1 | 33.25 | 2 | .03                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
11077 | 66 | 65 | 1 | 17 | 1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11077 | 75 | 65 | 1 | 7.75 | 4 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
11077 | 77 | 65 | 1 | 13 | 2 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10727 | 17 | 66 | 2 | 39 | 20 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10727 | 59 | 66 | 2 | 55 | 10 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10728 | 30 | 62 | 4 | 25.89 | 15 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10728 | 40 | 62 | 4 | 18.4 | 6 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10728 | 55 | 62 | 4 | 24 | 12 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10729 | 21 | 47 | 8 | 10 | 30 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10729 | 50 | 47 | 8 | 16.25 | 40 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10730 | 31 | 9 | 5 | 12.5 | 3 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10730 | 65 | 9 | 5 | 21.05 | 10 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
10731 | 51 | 14 | 7 | 53 | 30 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10733 | 14 | 5 | 1 | 23.25 | 16 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10733 | 28 | 5 | 1 | 45.6 | 20 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10733 | 52 | 5 | 1 | 7 | 25 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
10734 | 30 | 31 | 2 | 25.89 | 15 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10735 | 61 | 45 | 6 | 28.5 | 20 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10735 | 77 | 45 | 6 | 13 | 2 | .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10736 | 75 | 37 | 9 | 7.75 | 20 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10737 | 13 | 85 | 2 | 6 | 4 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
10739 | 36 | 85 | 3 | 19 | 6 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10739 | 52 | 85 | 3 | 7 | 18 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10740 | 28 | 89 | 4 | 45.6 | 5 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
10740 | 35 | 89 | 4 | 18 | 35 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10740 | 56 | 89 | 4 | 38 | 14 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10742 | 3 | 10 | 3 | 10 | 20 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10742 | 60 | 10 | 3 | 34 | 50 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10743 | 46 | 4 | 1 | 12 | 28 | .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10744 | 40 | 83 | 6 | 18.4 | 50 | .2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10745 | 44 | 63 | 9 | 19.45 | 16 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
10745 | 72 | 63 | 9 | 34.8 | 7 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10746 | 13 | 14 | 1 | 6 | 6 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
10746 | 42 | 14 | 1 | 14 | 28 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10746 | 69 | 14 | 1 | 36 | 40 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
10248 | 42 | 85 | 5 | 9.8 | 10 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10248 | 72 | 85 | 5 | 34.8 | 5 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10249 | 14 | 79 | 6 | 18.6 | 9 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
10249 | 51 | 79 | 6 | 42.4 | 40 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
